id,race,gender,sex.worker,pimp,sex.work.client,drug.dealer,drug.cook,thief,retired,housewife,disabled,unemployed,homeless
431,Asian/PI,Male,No,No,No,No,No,No,No,No,No,No,No
432,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
433,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
434,White,Male,No,No,No,No,No,No,No,No,No,No,No
435,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
436,White,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
437,White,Male,No,No,No,No,No,No,No,No,No,No,No
438,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
439,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
440,Black,Female,Yes,No,No,No,No,No,No,No,No,No,No
441,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
442,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
443,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
444,White,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
445,White,Female,No,No,No,No,No,No,No,No,No,No,No
446,Other,Female,No,No,No,Yes,No,No,No,No,No,Yes,No
447,Black,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
448,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
449,White,Male,No,No,No,No,No,No,No,No,No,No,No
450,White,Male,No,No,No,Yes,No,No,No,No,No,Yes,No
451,Black,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
452,White,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
453,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
454,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
455,White,Male,No,No,No,No,No,No,No,No,No,No,No
456,White,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
457,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
458,Black,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
459,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
460,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
461,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
462,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
463,Native American,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
464,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
465,White,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
466,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
467,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
468,White,Male,No,No,Yes,Yes,No,No,No,No,No,Yes,No
469,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
470,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
471,Black,Male,No,Yes,No,No,No,Yes,No,No,No,Yes,No
472,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
473,White,Male,No,No,No,No,No,No,No,No,No,No,No
474,Black,Male,No,No,No,No,No,No,No,No,No,No,No
475,White,Male,No,No,No,No,No,No,No,No,No,No,No
476,Black,Male,No,Yes,No,No,No,No,No,No,No,No,NA
477,Black,Female,Yes,No,No,No,No,Yes,No,No,No,No,No
478,White,Female,No,No,No,No,No,No,No,No,No,No,No
479,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
480,White,Male,No,No,No,Yes,No,No,No,No,Yes,Yes,No
481,White,Female,No,No,No,No,No,No,No,No,No,No,No
482,White,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
483,White,Male,No,No,No,No,No,No,No,No,No,No,No
484,White,Male,No,No,No,No,No,No,No,No,No,No,No
485,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
486,White,Female,No,No,No,No,No,No,No,No,No,No,No
487,Black,Male,No,Yes,No,No,No,No,No,No,Yes,Yes,No
488,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
489,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
490,White,Male,No,No,No,No,No,No,No,No,No,No,No
491,White,Male,No,No,No,No,Yes,No,No,No,No,Yes,No
492,White,Male,No,No,No,No,No,No,No,No,No,No,No
493,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
494,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
495,White,Male,No,No,No,No,No,No,No,No,No,No,No
496,White,Male,No,No,No,No,No,No,No,No,No,No,No
497,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
498,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
499,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
500,White,Female,Yes,No,No,No,No,No,No,No,Yes,No,No
501,White,Female,No,No,No,No,No,No,No,No,No,No,No
502,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
503,Black,Male,No,No,Yes,Yes,No,No,No,No,No,No,No
504,White,Female,No,No,No,No,No,No,No,No,No,No,No
505,White,Female,Yes,No,Yes,No,No,No,No,No,No,No,No
506,White,Female,No,No,No,Yes,No,No,No,No,No,Yes,No
507,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
508,White,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
509,White,Male,No,No,No,No,No,No,No,No,No,No,No
510,White,Male,No,No,No,No,No,No,No,No,No,No,No
511,White,Male,No,No,No,No,No,No,No,No,No,No,No
512,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
513,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
514,Black,Female,No,No,No,No,No,No,No,No,No,No,No
515,White,Male,No,No,No,No,No,No,No,No,No,No,No
516,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
517,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
518,White,Male,No,No,No,No,No,Yes,No,No,Yes,No,No
519,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
520,Black,Male,No,No,No,Yes,No,No,No,No,No,Yes,No
521,White,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
522,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
523,Black,Female,No,No,No,No,No,No,No,No,No,No,No
524,White,Male,No,No,No,No,No,No,No,No,No,No,No
525,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
526,Native American,Female,No,No,No,No,No,No,No,No,No,Yes,No
527,Black,Male,No,Yes,No,Yes,No,No,No,No,No,Yes,No
528,White,Male,No,No,No,No,No,No,No,No,No,No,No
529,White,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
530,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
531,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
532,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
533,White,Male,No,No,No,Yes,No,No,No,No,Yes,Yes,No
534,Black,Female,No,No,No,No,No,No,Yes,Yes,Yes,No,No
535,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
536,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
537,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
538,White,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
539,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
540,Black,Female,Yes,No,No,Yes,No,No,No,No,No,Yes,No
541,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
542,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
543,White,Male,No,No,No,No,No,No,No,No,No,No,No
544,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
545,White,Female,No,No,No,No,No,No,No,No,No,No,No
546,White,Male,No,No,No,Yes,No,No,No,No,No,No,Yes
547,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
548,White,Male,No,No,No,NA,NA,NA,NA,No,NA,Yes,No
549,Black,Male,No,No,No,No,No,Yes,No,No,No,Yes,No
550,Asian/PI,Female,No,No,No,No,No,No,No,No,No,No,No
551,Black,Female,No,No,No,Yes,No,No,No,Yes,No,Yes,No
552,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
553,White,Male,No,No,No,No,No,No,No,No,No,No,No
554,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
555,White,Male,No,No,No,Yes,No,No,No,No,No,Yes,No
556,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
557,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
558,Asian/PI,Female,Yes,No,No,No,No,No,No,No,No,No,No
559,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
560,White,Male,No,No,Yes,No,No,No,Yes,No,Yes,No,No
561,White,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
562,Black,Female,No,No,No,No,No,No,No,No,No,No,No
563,White,Male,No,No,No,No,No,No,Yes,No,Yes,No,No
564,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
565,White,Female,No,No,No,No,No,No,No,No,No,No,No
566,White,Male,No,No,No,No,No,Yes,No,No,No,No,Yes
567,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
568,White,Male,No,No,No,No,No,No,No,No,No,No,No
569,White,Male,No,No,No,No,No,No,No,No,No,No,No
570,Black,Male,No,No,No,No,No,No,No,No,No,No,No
571,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
572,White,Male,No,No,No,No,No,No,No,No,No,No,No
573,White,Male,No,No,No,Yes,No,No,No,No,No,Yes,No
574,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
575,White,Male,No,No,No,No,Yes,No,No,No,No,No,No
576,White,Male,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No
577,White,Female,No,No,No,No,No,No,No,No,No,No,No
578,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
579,Black,Female,Yes,No,No,No,No,No,No,No,No,No,No
580,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
581,White,Male,No,No,No,No,No,No,No,No,No,No,No
582,Black,Male,No,No,No,No,No,Yes,No,No,No,No,No
583,Black,Male,No,Yes,No,Yes,No,No,No,No,No,Yes,No
584,White,Male,No,No,No,No,No,No,No,No,No,No,No
585,White,Male,No,No,No,No,No,No,No,No,No,No,No
586,White,Female,Yes,No,No,No,No,No,No,No,Yes,Yes,No
587,Asian/PI,Female,No,No,No,No,No,No,No,No,No,No,No
588,White,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
589,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
590,White,Male,No,No,No,No,No,No,No,No,No,No,No
591,White,Male,No,No,No,No,No,No,No,No,No,No,No
592,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
593,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
594,White,Male,No,Yes,No,No,No,No,No,No,No,No,No
595,White,Male,No,No,No,No,No,No,No,No,No,No,No
596,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
597,Black,Male,No,No,No,No,No,No,No,No,No,No,No
598,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
599,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
600,White,Female,Yes,No,No,Yes,No,No,No,No,No,Yes,No
601,Black,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
602,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
603,Black,Female,Yes,No,No,No,No,No,No,No,No,No,No
604,Black,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
605,Black,Female,Yes,No,No,No,No,No,No,No,No,No,No
606,Black,Male,No,Yes,No,Yes,No,Yes,No,No,No,No,No
607,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
608,Black,Female,No,No,No,No,No,No,No,Yes,No,No,No
609,Black,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
610,Black,Male,No,No,No,No,No,No,No,No,No,No,No
611,Black,Female,Yes,No,No,No,No,No,No,No,No,No,No
612,Black,Male,No,No,No,No,No,No,No,No,No,No,Yes
613,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
614,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
615,Black,Female,No,No,No,No,No,No,Yes,No,No,No,No
616,Black,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
617,Black,Male,No,No,No,No,No,No,No,No,No,No,No
618,Black,Male,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes
619,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
620,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
621,White,Male,No,No,No,Yes,No,No,No,No,No,Yes,No
622,Asian/PI,Female,No,No,No,Yes,No,No,No,No,No,No,No
623,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
624,White,Male,No,No,No,No,No,No,No,No,No,No,No
625,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
626,White,Female,No,No,No,No,No,No,No,No,No,No,No
627,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
628,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
629,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
630,White,Male,No,No,No,No,No,No,No,No,No,No,No
631,White,Male,No,No,No,No,No,No,No,No,No,No,No
632,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
633,White,Male,No,No,Yes,No,No,No,Yes,NA,No,No,No
634,White,Male,No,No,No,No,No,No,No,No,No,No,No
635,White,Female,No,No,No,No,No,No,No,No,No,No,No
636,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
637,Black,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
638,Black,Female,No,No,No,No,No,Yes,No,No,No,No,No
639,White,Female,No,No,No,No,No,No,No,No,No,No,No
640,White,Female,NA,No,No,No,No,No,No,No,No,No,No
641,White,Male,No,No,No,No,No,No,No,No,No,No,No
642,White,Male,No,No,No,No,No,No,No,No,No,No,No
643,Black,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
644,White,Male,No,No,No,No,No,No,No,No,No,No,No
645,Native American,Male,No,No,No,No,No,No,No,No,No,Yes,No
646,White,Female,No,No,No,No,No,No,No,No,No,No,No
647,Black,Female,No,No,No,No,No,Yes,No,Yes,No,No,No
648,White,Female,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
649,Black,Male,No,No,No,Yes,No,No,No,No,No,Yes,No
650,Black,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
651,Black,Male,No,No,Yes,No,No,No,No,No,Yes,Yes,No
652,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
653,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
654,White,Female,No,No,No,No,No,No,No,No,No,No,No
655,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
656,White,Male,No,No,No,No,No,No,No,No,No,No,No
657,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
658,White,Female,No,No,No,Yes,No,No,No,No,Yes,Yes,No
659,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
660,White,Male,No,No,No,No,No,No,No,No,No,No,No
661,White,Female,No,No,No,No,No,No,No,No,Yes,No,No
662,White,Female,Yes,No,Yes,No,No,No,No,No,No,No,No
663,White,Male,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
664,White,Female,No,No,No,No,No,No,No,No,No,No,No
665,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
666,White,Male,No,No,No,No,No,No,No,No,No,No,No
667,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
668,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
669,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
670,White,Male,No,No,No,No,No,No,No,No,No,No,No
671,Black,Male,No,Yes,No,No,No,No,No,No,No,No,No
672,Black,Female,Yes,No,No,Yes,No,No,No,No,No,No,No
673,Black,Male,No,No,No,No,Yes,No,No,No,No,No,No
674,Other,Female,Yes,No,No,No,No,No,No,No,No,No,No
675,White,Male,No,Yes,No,No,No,No,No,No,Yes,No,No
676,White,Female,No,No,No,No,No,No,No,No,No,No,No
677,White,Male,No,Yes,No,No,No,No,No,No,No,Yes,Yes
678,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
679,White,Male,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA
680,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
681,Black,Female,Yes,No,No,No,No,No,No,No,No,No,No
682,White,Male,No,No,Yes,No,No,No,No,No,Yes,No,No
683,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
684,White,Male,No,No,No,No,No,No,No,No,No,No,No
685,Other,Female,No,No,No,No,No,No,No,No,No,No,No
686,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
687,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
688,White,Female,No,No,No,Yes,No,No,No,Yes,No,No,No
689,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
690,White,Male,No,No,No,No,No,No,No,No,No,No,No
691,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
692,White,Female,No,No,No,No,No,No,No,No,No,No,No
693,Black,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
694,Black,Female,No,No,No,No,No,No,No,No,No,No,No
695,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
696,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
697,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
698,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
699,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
700,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
701,White,Male,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes
702,Black,Female,Yes,No,No,Yes,No,No,No,No,No,No,No
703,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
704,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
705,Black,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
706,White,Female,No,No,No,No,No,No,No,No,No,No,No
707,White,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
708,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
709,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
710,White,Male,No,No,No,No,No,No,No,No,No,No,No
711,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
712,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
713,White,Female,No,No,No,No,No,No,No,No,No,No,No
714,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
715,Black,Male,No,No,No,No,No,Yes,No,No,No,No,No
716,Native American,Female,Yes,No,No,No,No,No,No,No,No,No,No
717,Black,Female,No,No,No,No,No,Yes,No,No,No,Yes,No
718,Black,Female,No,No,No,No,No,No,No,No,No,No,No
719,Black,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
720,White,Male,No,No,No,No,No,No,No,No,No,No,No
721,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
722,White,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
723,White,Male,No,No,No,Yes,No,Yes,No,No,No,Yes,No
724,Black,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
725,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
726,Native American,Female,No,No,No,No,No,No,No,No,No,No,No
727,White,Male,No,No,No,No,No,No,No,No,Yes,No,No
728,White,Female,No,No,No,No,No,No,No,No,No,No,No
729,White,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
730,White,Female,No,No,No,No,No,No,No,Yes,Yes,No,No
731,White,Male,No,No,No,Yes,No,No,No,No,No,Yes,No
732,White,Female,No,No,No,No,No,No,No,No,No,No,No
733,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
734,White,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
735,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
736,White,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
737,White,Male,No,No,No,No,No,No,No,No,No,No,No
738,White,Male,No,No,No,No,No,No,No,No,No,No,No
739,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
740,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
741,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
742,Black,Female,No,No,No,No,No,No,No,No,Yes,No,No
743,White,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
744,White,Male,No,No,No,Yes,No,No,No,No,Yes,Yes,No
745,White,Female,Yes,No,No,Yes,No,No,No,No,No,No,No
746,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
747,Black,Male,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
748,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
749,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
750,White,Male,No,No,No,No,No,No,No,No,No,No,No
751,White,Male,No,No,No,No,No,Yes,No,No,Yes,Yes,No
752,White,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
753,White,Male,No,No,No,No,No,No,No,No,No,No,No
754,Black,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
755,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
756,White,Female,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
757,White,Male,No,No,No,No,No,Yes,No,No,No,No,No
758,White,Male,No,No,No,No,No,No,No,No,No,No,No
759,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
760,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
761,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
762,White,Female,No,No,No,Yes,No,No,No,No,No,Yes,No
763,Black,Male,No,No,No,No,Yes,No,No,No,No,No,No
764,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
765,White,Male,No,No,No,No,No,No,No,No,No,No,No
766,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
767,White,Male,No,No,No,No,No,No,No,No,No,Yes,Yes
768,White,Male,No,No,No,Yes,No,Yes,No,No,No,Yes,No
769,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
770,White,Female,Yes,No,No,No,No,No,No,No,No,No,No
771,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
772,White,Male,No,No,No,Yes,No,No,No,No,No,No,No
773,White,Female,No,No,No,No,No,No,No,No,No,No,No
774,White,Male,No,No,No,No,No,No,No,No,No,No,No
775,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
776,Black,Male,No,Yes,No,No,No,No,No,No,Yes,Yes,No
777,Black,Female,No,No,No,No,No,No,No,No,No,No,No
778,Black,Male,No,No,No,Yes,No,No,No,No,No,No,No
779,White,Female,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
780,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
781,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
782,Black,Female,Yes,No,No,No,No,No,No,No,No,No,No
783,Black,Female,No,No,No,Yes,No,No,No,No,No,Yes,No
784,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
785,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
786,White,Female,Yes,No,No,No,No,No,No,No,No,Yes,No
787,White,Male,No,No,No,No,No,No,No,No,No,No,No
788,White,Male,No,No,No,No,No,No,No,No,No,No,No
789,Black,Male,No,No,No,Yes,No,No,No,No,No,Yes,No
790,White,Female,No,No,No,No,No,No,No,No,No,No,No
791,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
792,Black,Male,No,No,Yes,No,No,No,No,No,No,No,No
793,White,Female,No,No,No,No,No,No,No,No,No,No,No
794,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
795,White,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
796,Black,Male,No,Yes,No,No,No,No,No,No,No,Yes,No
797,Black,Male,No,No,No,No,No,Yes,No,No,No,Yes,No
798,Black,Male,No,No,No,No,No,No,No,No,Yes,Yes,No
799,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
800,White,Female,No,No,No,No,No,No,No,No,No,No,No
801,Black,Female,No,No,No,No,No,No,No,No,No,Yes,No
802,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
803,White,Male,No,No,No,No,No,No,No,No,No,No,No
804,White,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
805,White,Male,No,No,No,No,No,No,No,No,No,No,No
806,White,Male,No,No,No,No,No,No,No,No,No,No,No
807,White,Male,No,No,No,No,No,No,No,No,No,No,No
808,White,Male,No,No,No,No,No,No,No,No,No,No,No
809,White,Male,No,No,No,No,No,No,No,No,No,No,No
810,Black,Male,No,No,No,No,No,No,No,No,No,No,No
811,White,Female,No,No,No,No,No,No,No,No,No,No,No
812,Black,Female,No,No,No,No,No,No,No,Yes,No,Yes,No
813,White,Male,No,No,No,No,No,No,No,No,No,No,No
814,White,Female,No,No,No,Yes,No,No,No,Yes,No,No,No
815,White,Female,No,No,No,No,No,No,Yes,No,No,No,No
816,White,Female,No,No,No,No,No,No,No,No,No,No,No
817,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
818,Black,Male,No,No,No,No,No,No,No,No,No,No,No
819,White,Female,No,No,No,Yes,No,Yes,No,No,No,Yes,No
820,White,Female,No,No,No,No,No,No,No,No,No,No,No
821,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
822,White,Male,No,No,No,No,No,No,No,No,No,No,No
823,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
824,White,Male,No,No,No,No,No,No,No,No,No,No,No
825,White,Male,No,No,No,No,No,No,No,No,No,No,No
826,White,Male,No,No,No,No,No,No,No,No,No,No,No
827,White,Female,No,No,No,No,No,No,No,No,No,No,No
828,White,Female,No,No,No,No,No,No,No,No,No,No,No
829,White,Female,No,No,No,No,No,No,No,No,No,No,No
830,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
831,Black,Male,No,Yes,No,No,No,No,No,No,No,No,No
832,White,Female,No,No,No,Yes,No,No,No,No,No,No,No
833,White,Male,No,No,No,Yes,No,Yes,No,No,No,Yes,No
834,White,Male,No,No,No,No,No,No,No,No,No,No,No
835,White,Male,No,No,No,No,No,No,No,No,No,No,No
836,White,Male,No,No,No,No,No,No,No,No,No,No,No
837,Black,Male,No,No,Yes,No,No,No,No,No,No,Yes,No
838,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
839,White,Male,No,No,No,No,No,No,No,No,No,No,No
840,White,Female,No,No,Yes,No,No,No,No,No,No,No,No
841,White,Female,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No
842,Black,Female,No,No,No,No,No,No,No,No,No,No,No
843,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
844,White,Male,No,No,No,No,No,No,No,No,No,No,No
845,Black,Female,No,No,No,No,No,No,Yes,No,No,No,No
846,White,Male,No,No,No,No,No,No,No,No,No,No,No
847,White,Female,No,No,No,No,No,No,No,No,No,Yes,No
848,White,Male,No,No,No,No,No,No,No,No,No,No,No
849,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
850,White,Male,No,No,No,No,No,No,No,No,No,No,No
851,White,Female,No,No,No,No,No,No,No,No,No,No,No
852,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
853,Black,Male,No,No,No,No,No,No,No,No,No,Yes,No
854,Black,Male,No,No,No,No,No,No,No,No,No,No,No
855,White,Male,No,No,Yes,No,No,No,No,No,No,No,No
856,White,Male,No,No,Yes,No,No,No,Yes,No,No,No,No
857,White,Male,No,No,No,No,No,No,Yes,No,No,No,No
858,White,Female,No,No,No,No,No,No,No,No,Yes,Yes,No
859,White,Male,No,No,No,No,No,No,No,No,No,No,No
860,White,Female,No,No,No,No,No,No,No,No,No,No,No
861,Asian/PI,Female,No,No,No,No,No,No,Yes,No,No,No,No
862,Asian/PI,Female,No,No,No,No,No,No,No,No,No,No,No
863,White,Female,No,No,No,No,No,No,No,Yes,No,No,No
864,White,Female,No,No,No,No,No,No,No,No,No,No,No
865,White,Male,No,No,Yes,Yes,No,No,No,No,No,Yes,No
866,Black,Female,No,No,No,Yes,No,No,No,No,No,Yes,No
867,Black,Male,No,No,No,No,No,No,No,No,No,No,No
868,White,Male,No,No,No,Yes,No,No,No,No,No,Yes,No
869,White,Male,No,No,No,No,No,No,No,No,No,No,No
870,White,Male,No,No,No,No,No,No,No,No,No,Yes,No
